customer_id,trans_date,tran_amount,response
CS2175,10-Dec-13,45,1
CS5944,25-Apr-14,56,1
CS5910,5-Jan-15,94,0
CS5386,7-Aug-13,51,1
CS5772,7-Nov-14,70,0
CS1494,15-Apr-12,90,0
CS2854,27-Feb-15,70,1
CS3395,16-Apr-12,64,0
CS3494,23-Feb-12,66,0
CS4889,4-Jun-11,90,0
CS4102,29-Jul-14,91,0
CS2251,20-Sep-11,43,0
CS5190,1-Jan-14,51,0
CS1817,21-Feb-12,60,0
CS5535,8-Oct-11,58,0
CS4667,29-Aug-13,105,0
CS2848,1-Feb-12,65,0
CS1341,21-May-12,85,0
CS1811,19-Sep-14,96,0
CS5165,6-Jun-14,87,0
CS3604,30-Nov-13,47,0
CS4321,29-Jan-12,92,0
CS4098,14-Dec-13,65,1
CS5765,21-Oct-11,49,0
CS5015,11-Sep-13,60,0
CS2381,14-Sep-13,75,0
CS2182,11-Apr-12,91,1
CS3301,14-Jun-12,100,0
CS1807,14-Jan-12,93,0
CS1695,15-Aug-13,86,0
CS5805,10-Aug-13,64,0
CS3079,10-Jun-13,105,1
CS1324,13-Jul-12,46,1
CS3353,6-Sep-12,66,0
CS4088,18-Feb-15,43,0
CS1336,12-Jul-11,61,0
CS4604,25-Dec-12,79,1
CS3349,28-Mar-13,72,0
CS2315,26-Dec-12,104,0
CS5929,18-Oct-14,85,0
CS2476,8-Jun-11,90,0
CS4075,25-Aug-13,77,0
CS5713,21-Feb-12,58,0
CS2617,29-Apr-14,58,0
CS3346,25-May-12,35,0
CS2432,24-Nov-14,79,0
CS3953,9-Oct-11,35,0
CS2615,28-May-12,103,0
CS3072,25-Sep-12,50,0
CS2842,3-May-12,43,0
CS3156,8-Jan-12,51,0
CS5336,17-Nov-13,45,0
CS3972,16-Mar-14,47,0
CS2251,16-Aug-11,38,0
CS5625,5-Aug-13,86,1
CS4968,14-Jan-14,60,0
CS1537,2-Nov-13,57,0
CS2228,13-Dec-14,102,0
CS3386,31-May-12,94,1
CS2047,15-Feb-15,48,0
CS3317,21-Nov-13,65,0
CS3051,12-Jan-12,46,0
CS1834,21-Oct-12,41,0
CS1557,14-Jan-15,48,0
CS5471,16-Jun-14,90,0
CS4723,4-Jan-13,41,0
CS2268,7-Jan-15,103,0
CS4898,31-Aug-12,80,0
CS1941,6-Sep-11,42,0
CS5443,30-Jul-11,47,0
CS1608,4-Sep-13,104,0
CS5973,9-Dec-14,85,0
CS1322,8-Sep-14,71,0
CS4032,10-Jun-11,65,0
CS3389,2-Dec-12,75,0
CS4139,16-Jun-11,74,1
CS1856,18-Apr-12,72,0
CS4780,14-Mar-13,58,0
CS2145,24-Jun-13,62,0
CS1587,25-Apr-12,105,0
CS4140,30-Jan-14,71,0
CS3418,24-Nov-11,86,0
CS2863,12-Jul-12,53,0
CS5193,3-Dec-12,66,0
CS1364,27-Jun-11,68,0
CS3968,25-Aug-12,39,0
CS2478,8-May-14,80,0
CS5496,5-Dec-12,37,0
CS3028,2-Mar-15,85,0
CS3205,23-May-14,90,0
CS6094,10-Mar-13,47,0
CS3871,7-Aug-13,94,0
CS5605,11-Aug-14,56,0
CS3097,7-Jul-14,68,0
CS2280,26-Jun-14,38,0
CS2073,29-Oct-11,98,0
CS4759,10-Jan-15,92,0
CS2939,12-Jun-12,62,0
CS4953,11-Jan-14,83,0
CS2306,8-Feb-13,85,0
CS4700,15-Sep-13,35,0
CS3721,14-Oct-12,58,0
CS4941,18-Jun-14,53,0
CS1505,21-May-13,61,0
CS1448,5-Feb-15,78,0
CS3921,20-Jan-14,103,0
CS3966,11-Jun-11,93,0
CS6040,7-Sep-13,47,0
CS4016,8-May-12,76,1
CS3557,5-Oct-11,103,0
CS1857,8-Apr-12,42,0
CS6055,25-Jun-11,82,1
CS2899,24-Jun-11,35,1
CS2726,4-Nov-14,53,0
CS1477,21-Sep-13,56,0
CS2142,21-Sep-13,80,0
CS5682,17-Sep-12,90,0
CS4821,16-Jul-11,67,0
CS4222,19-Apr-14,54,0
CS1708,15-Oct-14,71,1
CS5778,10-Dec-14,97,0
CS5937,22-Aug-11,101,0
CS2829,7-Dec-13,66,0
CS2369,8-Jan-15,95,0
CS2419,1-Aug-12,96,0
CS2816,2-Dec-13,100,0
CS4561,29-Jan-15,50,1
CS1420,4-Feb-14,84,1
CS4361,11-Nov-12,47,0
CS5075,10-Jun-13,81,0
CS4646,25-May-12,79,0
CS4750,9-May-12,92,0
CS2705,10-Nov-13,76,0
CS4682,23-May-12,69,0
CS5677,31-Jan-14,68,0
CS5886,30-Aug-11,53,0
CS5883,25-Jun-14,81,0
CS1654,23-Jan-12,72,0
CS3910,5-Jan-13,89,0
CS4548,18-May-13,46,0
CS3546,17-Jul-14,35,0
CS4805,23-Feb-14,57,0
CS2694,16-Feb-13,56,0
CS5394,16-Nov-14,84,0
CS5917,28-Oct-12,92,1
CS1557,14-Jun-14,98,0
CS2023,1-Mar-12,53,0
CS5333,22-Jul-12,103,0
CS3094,24-Mar-13,46,0
CS5888,13-Aug-14,42,1
CS4979,2-Jan-12,93,0
CS1170,25-Sep-11,69,0
CS5899,13-Sep-14,60,0
CS4410,11-Feb-14,62,0
CS3323,1-May-13,88,0
CS3417,8-Apr-12,90,0
CS3725,14-Dec-14,67,0
CS4597,19-Nov-11,51,0
CS5583,2-Feb-12,60,0
CS4901,11-Dec-13,105,0
CS4596,8-Dec-13,53,0
CS4354,28-Mar-14,49,1
CS4660,22-Dec-11,53,0
CS3888,23-Nov-12,94,0
CS4214,20-Mar-14,46,0
CS1201,29-Apr-13,88,0
CS5566,30-Jul-13,63,0
CS3813,23-Mar-13,105,1
CS1467,10-Aug-14,77,0
CS6021,17-Nov-14,73,0
CS1245,30-Oct-11,85,0
CS2235,6-Dec-11,40,0
CS1528,16-Aug-13,93,0
CS3526,26-May-13,66,0
CS1316,15-Feb-15,40,0
CS4412,30-Dec-12,90,0
CS4087,10-Sep-14,68,0
CS3909,2-Sep-11,104,0
CS1515,8-Feb-13,86,0
CS1490,30-Oct-14,98,0
CS2021,21-Nov-11,78,0
CS4359,9-Apr-12,86,0
CS4544,27-May-14,77,0
CS5463,20-Mar-13,98,0
CS5518,29-Jul-13,67,0
CS5466,8-Apr-14,83,0
CS3097,2-May-14,36,0
CS2424,11-Aug-11,49,0
CS2594,28-Aug-14,47,0
CS4897,21-Aug-11,80,1
CS1797,17-Jun-11,68,0
CS3823,12-Mar-15,63,0
CS2207,20-Jun-14,68,0
CS4432,14-Jan-15,82,1
CS2309,22-Jan-12,94,0
CS3259,22-May-12,47,1
CS1666,20-Feb-13,51,0
CS5140,25-May-12,73,0
CS2416,8-Nov-12,60,0
CS2403,21-Dec-14,42,1
CS1373,10-Dec-12,53,0
CS3885,26-Jan-14,49,0
CS1995,7-Dec-11,65,1
CS2395,3-Oct-14,103,0
CS2439,8-Jan-12,84,0
CS4871,18-Aug-12,56,0
CS4515,22-Dec-12,89,0
CS2143,11-Dec-13,82,0
CS5691,11-Jun-13,61,0
CS5350,28-Mar-13,58,0
CS4366,6-Mar-14,67,0
CS1917,15-Dec-11,55,0
CS1360,13-Sep-12,41,0
CS2262,29-Jun-14,59,0
CS3337,13-Jun-12,41,0
CS1637,22-May-13,72,0
CS2213,12-Jul-12,36,0
CS5411,14-Dec-12,68,0
CS5873,16-Nov-12,51,1
CS2880,26-Feb-12,103,0
CS2768,27-Jun-12,80,0
CS5145,4-Sep-11,95,0
CS3785,29-Jun-14,89,0
CS3721,26-Nov-13,79,0
CS2622,18-Sep-11,45,0
CS3558,22-Oct-12,48,0
CS1855,9-Nov-13,105,0
CS3554,8-Dec-12,99,0
CS5493,5-Jan-12,45,0
CS2917,8-Jan-12,63,0
CS4598,2-May-13,76,0
CS2194,15-Oct-11,96,0
CS2110,14-Nov-12,41,0
CS3776,6-Jan-15,65,0
CS2985,3-May-12,80,0
CS2235,13-Feb-15,42,0
CS2532,28-Jan-15,75,0
CS4780,1-Jan-15,39,0
CS3916,15-Feb-12,96,0
CS3821,24-Jun-14,92,0
CS3929,8-Apr-13,52,1
CS2990,18-Nov-14,73,1
CS2524,14-Jun-14,96,0
CS2493,8-Oct-13,56,0
CS2971,26-Jul-13,98,1
CS1402,24-Dec-13,35,0
CS2074,28-Apr-13,65,0
CS1183,29-Mar-14,48,0
CS5800,1-Aug-13,82,0
CS2333,13-Jun-12,47,0
CS5644,15-Jan-12,58,1
CS1694,23-Jan-13,37,0
CS2637,23-Oct-14,83,0
CS3714,17-Jul-12,42,0
CS5654,15-Jan-15,82,1
CS1574,8-Apr-12,98,0
CS3195,20-May-14,54,0
CS3340,17-Apr-13,38,1
CS6056,27-May-13,71,0
CS4391,25-Mar-14,85,1
CS6017,11-Mar-14,103,0
CS1841,8-Apr-12,51,0
CS1396,15-Jul-11,41,0
CS2512,25-Feb-14,96,0
CS2130,18-Aug-11,45,1
CS3677,17-Jan-14,45,0
CS5906,13-Nov-11,74,0
CS3635,30-Jan-13,84,0
CS5755,3-Oct-14,44,0
CS4559,20-Aug-14,91,0
CS5587,1-Jun-14,58,0
CS3805,20-Oct-13,59,0
CS4787,4-Feb-14,61,0
CS5234,11-Dec-12,93,0
CS2740,23-Aug-12,38,0
CS3745,10-Jul-13,55,0
CS4007,26-Oct-13,41,0
CS5013,12-Sep-13,92,1
CS3587,31-Mar-14,54,0
CS3927,12-Feb-14,72,1
CS5147,1-May-14,88,0
CS2850,26-Aug-14,105,0
CS3270,9-Feb-13,40,0
CS2564,21-Oct-13,42,0
CS3960,27-Jan-12,101,0
CS4360,23-Jan-14,39,0
CS3818,26-Jul-11,47,0
CS2768,30-Aug-12,100,0
CS4703,7-May-13,45,0
CS5720,16-Dec-11,92,0
CS5042,18-Apr-13,78,0
CS5989,8-Dec-13,61,0
CS2287,11-Oct-14,54,0
CS3099,27-Nov-14,74,0
CS2278,9-Feb-12,40,0
CS6000,28-Jul-14,58,0
CS5316,13-Jun-14,92,0
CS5436,15-May-14,79,0
CS5138,19-Nov-11,85,0
CS4214,25-May-12,57,0
CS3729,1-Feb-13,97,0
CS1684,13-Jan-12,97,0
CS2590,12-Sep-12,94,0
CS2681,25-Jun-11,59,0
CS4317,19-Sep-11,39,0
CS2634,22-Aug-13,52,0
CS4504,10-Mar-12,59,0
CS5269,2-Dec-14,51,0
CS5961,31-Oct-11,64,0
CS3618,29-Sep-11,42,0
CS3802,10-Feb-12,62,1
CS5993,10-Jul-13,76,0
CS5022,30-Aug-12,64,0
CS5536,7-Apr-13,102,0
CS4393,14-Sep-13,49,0
CS5761,22-Aug-11,47,0
CS1467,23-May-13,78,0
CS2091,13-Aug-14,86,0
CS2172,26-Jun-13,102,0
CS2798,14-Sep-13,51,0
CS3116,22-Nov-12,88,1
CS5648,8-Oct-14,92,0
CS4050,6-Feb-13,64,0
CS5398,31-Jul-14,77,0
CS3654,14-Dec-13,75,0
CS2739,24-Jun-13,93,0
CS5102,11-May-13,103,0
CS1347,21-Jun-13,87,0
CS5868,26-Jun-11,97,1
CS2728,19-Dec-14,40,0
CS3299,22-Nov-13,90,0
CS2889,13-May-12,71,1
CS6100,21-Jul-11,44,0
CS3675,20-Oct-14,38,0
CS5826,10-Feb-13,74,0
CS5074,7-Jun-13,77,0
CS1925,24-Oct-13,86,0
CS5577,30-Apr-12,73,0
CS1260,1-Jun-12,105,0
CS3117,4-Nov-12,58,0
CS2620,12-Aug-13,87,0
CS6098,30-Oct-14,66,1
CS3844,28-Sep-12,76,0
CS5209,22-Oct-13,72,0
CS4887,21-Dec-12,80,0
CS3490,31-Jul-12,51,0
CS2453,9-Sep-11,49,0
CS2310,13-Apr-14,57,0
CS5387,30-Oct-14,76,0
CS1568,24-Oct-14,59,0
CS1559,27-Dec-12,71,0
CS1477,24-Nov-11,80,0
CS1336,7-Feb-13,82,0
CS3030,5-Sep-12,87,0
CS2119,4-Jun-12,94,0
CS5680,19-Oct-11,74,0
CS2054,20-May-11,102,0
CS2290,28-Sep-14,67,0
CS4373,20-Oct-13,84,0
CS5796,14-Dec-14,56,0
CS3972,1-Aug-12,54,0
CS2572,6-Jul-13,61,0
CS2154,21-May-13,101,0
CS3411,6-Jan-12,74,0
CS1848,18-Jul-13,90,0
CS1473,6-Jun-13,47,1
CS2410,1-Dec-13,85,0
CS4844,8-Oct-11,44,0
CS3702,27-Sep-13,76,1
CS1532,25-Mar-12,89,0
CS5055,8-Feb-13,35,0
CS5261,22-Jan-13,57,0
CS6009,28-Oct-11,68,1
CS1958,7-Jun-13,72,1
CS1658,15-Feb-15,102,0
CS4768,4-May-13,43,1
CS5241,12-Dec-11,62,0
CS4446,26-Jan-15,94,0
CS5782,4-Apr-13,98,1
CS5483,13-Nov-12,66,0
CS5873,8-Jul-14,60,1
CS2515,6-Jun-12,95,1
CS2298,13-Aug-14,90,1
CS3519,4-Jul-14,83,0
CS4989,27-Aug-12,69,0
CS4167,14-Jul-11,77,0
CS3707,10-May-13,98,0
CS1222,6-Mar-13,103,0
CS2669,16-Apr-12,93,0
CS5497,21-May-13,81,0
CS4386,7-Feb-15,73,0
CS6102,14-Dec-13,66,0
CS1490,2-Jan-13,81,0
CS2889,12-Dec-12,35,1
CS2628,5-May-13,80,1
CS3567,24-Jan-12,76,0
CS5751,1-Oct-12,82,0
CS6071,20-Jul-12,49,0
CS4719,26-Oct-13,76,0
CS2668,2-Oct-14,83,0
CS1821,25-Dec-12,103,0
CS5852,13-Aug-12,85,0
CS3210,25-Oct-14,88,0
CS2442,23-May-12,62,0
CS3868,31-Aug-11,90,0
CS4787,15-Jun-13,79,0
CS1885,11-Jul-12,53,0
CS3964,25-Dec-13,100,0
CS4603,17-Nov-13,92,1
CS2150,26-Jun-11,42,0
CS2968,8-May-14,70,0
CS3804,25-Feb-12,39,0
CS1624,4-Dec-11,87,0
CS1906,22-Feb-13,83,0
CS5519,19-Feb-13,74,0
CS5247,26-Oct-14,89,0
CS1459,28-Apr-14,104,1
CS4639,12-Oct-13,60,0
CS4063,6-Apr-13,89,0
CS4481,23-Dec-12,50,0
CS5317,14-Aug-13,94,0
CS5179,29-Aug-13,77,0
CS3892,4-Aug-12,69,0
CS3676,26-May-11,69,0
CS1872,18-Apr-14,80,0
CS3425,28-Dec-11,70,0
CS3597,30-May-12,70,1
CS4019,11-May-13,93,1
CS1252,22-Aug-11,84,0
CS2135,10-Sep-13,105,0
CS1649,14-Jul-12,39,0
CS1206,21-Apr-12,42,0
CS5226,11-Mar-13,51,0
CS6055,2-Oct-14,99,1
CS1675,19-Sep-11,67,0
CS5795,22-Aug-11,49,0
CS3254,21-Jan-15,92,0
CS4163,8-Apr-13,79,0
CS4150,25-May-13,59,0
CS1334,2-Aug-14,85,0
CS1247,29-Apr-14,53,1
CS3616,1-Jan-12,45,0
CS3627,15-Jan-13,95,0
CS4187,15-Jul-13,67,0
CS4550,16-Nov-13,91,0
CS1557,3-Jul-14,37,0
CS5032,12-Oct-11,103,0
CS2459,28-Sep-14,78,1
CS3253,24-Jun-12,83,0
CS4730,21-Sep-12,63,0
CS1749,23-Sep-14,76,0
CS5941,24-Nov-11,52,0
CS3118,12-Feb-14,60,0
CS5259,11-Dec-14,95,0
CS5099,7-Sep-14,50,0
CS4389,22-Jul-12,66,1
CS4892,30-Aug-12,77,0
CS3991,13-Jan-13,73,0
CS2031,8-Apr-14,97,0
CS1267,28-Aug-11,37,0
CS4518,10-Aug-12,79,0
CS1199,13-May-12,35,0
CS5473,26-Jun-12,96,0
CS1562,15-Jun-12,39,0
CS5249,16-Jul-12,78,0
CS2025,28-Nov-11,41,0
CS3420,30-May-14,41,0
CS2829,30-Jul-11,66,0
CS5623,6-Sep-12,57,0
CS4863,7-Jan-15,104,0
CS2289,27-May-14,91,0
CS3925,14-Feb-14,68,0
CS4408,26-Jun-12,47,0
CS1234,21-Sep-12,47,0
CS5458,25-Sep-12,74,0
CS2906,14-Nov-13,38,1
CS5284,20-Feb-15,62,0
CS1355,16-Oct-13,41,1
CS4227,14-Jan-13,64,0
CS5422,19-Jun-13,104,0
CS2532,6-Mar-12,100,0
CS4176,9-Jul-12,81,0
CS2780,23-Apr-13,95,0
CS1253,7-Nov-11,105,1
CS2704,29-Mar-14,83,0
CS1223,11-Feb-14,105,0
CS5287,24-Aug-13,93,0
CS3865,10-May-12,91,0
CS2881,4-Nov-12,71,0
CS5448,3-Aug-11,51,0
CS1606,21-Mar-13,52,0
CS3648,20-Oct-11,91,0
CS3541,25-Aug-11,84,1
CS5235,19-Jun-14,80,0
CS6094,3-Apr-14,43,0
CS2498,15-Feb-15,85,0
CS6003,13-Dec-11,72,0
CS5591,21-Jul-11,75,0
CS4094,31-Jul-14,75,0
CS5895,21-Aug-14,81,0
CS2022,21-Jul-14,94,0
CS1984,6-Nov-13,103,0
CS1957,7-Jan-15,86,0
CS4693,14-Jan-13,50,0
CS4678,10-Mar-14,61,0
CS3412,9-Sep-13,91,0
CS2342,27-Oct-13,77,0
CS4446,21-Aug-13,104,0
CS5394,16-Jun-11,66,0
CS2321,10-Nov-12,49,0
CS2368,12-Feb-14,67,0
CS4070,30-Sep-13,52,0
CS2590,2-May-12,56,0
CS3474,16-Nov-13,40,0
CS5501,19-May-14,49,0
CS5746,19-Nov-11,81,0
CS5470,16-Dec-13,59,0
CS1813,9-Oct-13,95,0
CS3840,30-Mar-14,38,0
CS4006,22-Sep-13,100,0
CS2907,16-Oct-13,45,0
CS1464,14-Mar-13,50,0
CS6058,6-Oct-12,76,0
CS4731,13-Jan-13,59,0
CS5947,1-Aug-13,69,0
CS3178,3-Aug-14,88,0
CS4294,7-Nov-13,55,1
CS5961,20-Sep-13,85,0
CS5848,19-Jul-13,35,0
CS1286,28-Jun-14,55,1
CS5933,22-Aug-11,101,0
CS5342,30-Dec-14,53,0
CS3473,26-Sep-13,88,1
CS1693,1-Mar-15,88,0
CS5770,15-May-12,94,0
CS5190,3-Apr-13,49,0
CS3464,2-Jul-13,60,0
CS4235,2-Sep-12,94,0
CS4448,27-May-11,95,0
CS3594,21-Feb-13,64,1
CS3768,22-Nov-13,105,1
CS2438,14-Jul-12,83,1
CS5580,23-May-11,48,0
CS2656,15-Aug-14,91,0
CS3382,11-Jan-15,47,0
CS4840,24-Mar-12,52,0
CS2715,11-Dec-14,97,1
CS6067,25-Feb-13,67,0
CS1862,18-Aug-11,46,0
CS2449,11-Jun-11,78,0
CS5802,28-Jan-15,51,0
CS4928,26-Oct-12,49,0
CS3120,26-Jun-11,55,0
CS2695,8-Apr-13,53,0
CS3594,16-Mar-14,96,1
CS2987,21-Aug-12,104,0
CS1329,31-Dec-12,49,0
CS4703,13-Dec-11,35,0
CS5532,29-Dec-12,76,0
CS4684,29-Aug-14,51,0
CS3893,12-Oct-14,96,0
CS5070,9-Aug-14,41,0
CS1559,19-Dec-13,97,0
CS5469,19-Mar-14,82,0
CS3293,19-Jul-11,102,0
CS1906,12-Feb-15,56,0
CS2887,21-Jun-14,85,0
CS5754,15-Dec-12,47,0
CS3753,16-Oct-14,88,0
CS4748,31-Jul-13,101,1
CS4037,17-Aug-11,53,0
CS5414,14-Oct-12,81,0
CS4290,15-Jun-14,68,0
CS4498,31-Aug-13,39,0
CS3146,29-Oct-13,53,0
CS2582,27-Oct-14,40,0
CS3624,18-Aug-13,65,0
CS4977,13-Feb-14,58,0
CS4568,8-Nov-11,66,0
CS3905,1-Feb-14,51,1
CS2302,13-Dec-13,71,0
CS2525,28-Jul-14,102,1
CS2204,6-Jul-12,88,0
CS3997,21-Oct-12,77,0
CS5191,28-Sep-11,105,0
CS5347,22-Feb-15,93,0
CS1426,24-Oct-11,59,0
CS2097,25-Apr-12,56,0
CS4186,12-Aug-14,68,0
CS4916,9-Jul-11,68,0
CS1534,24-May-12,94,0
CS5676,6-Nov-14,65,0
CS3374,31-Oct-11,48,0
CS5264,2-Nov-12,82,0
CS5407,12-Sep-13,51,0
CS3005,15-Apr-12,71,1
CS5569,21-Aug-13,76,0
CS2707,18-Apr-14,69,0
CS4201,15-Nov-13,70,0
CS3740,30-May-11,59,0
CS5148,8-Nov-14,41,0
CS2937,16-Mar-14,46,0
CS1906,8-Aug-14,73,0
CS1200,20-Oct-11,75,0
CS5038,21-Nov-14,80,0
CS6007,23-Jan-15,60,0
CS4368,18-May-14,69,0
CS5634,5-Apr-13,51,0
CS3136,24-Jul-13,54,1
CS1932,9-Aug-12,43,0
CS5676,29-May-11,92,0
CS3027,9-Feb-15,84,0
CS3403,1-Feb-15,48,0
CS1540,1-Dec-13,75,0
CS2793,12-Oct-13,94,0
CS5998,14-Sep-11,68,1
CS2101,1-Oct-11,47,1
CS3935,13-May-12,70,0
CS2180,22-May-14,52,0
CS1622,5-May-13,81,1
CS2224,14-Dec-13,42,0
CS3121,10-Aug-12,50,0
CS1571,3-Feb-13,66,0
CS3739,1-Oct-11,53,0
CS5122,4-Aug-14,60,0
CS2017,6-May-14,104,0
CS4283,15-Nov-11,54,0
CS1773,5-Jun-13,40,0
CS2679,5-Mar-14,74,0
CS1470,18-Dec-14,97,0
CS5765,22-Feb-15,83,0
CS1934,26-Jul-11,45,0
CS3183,17-Oct-13,96,0
CS1471,8-Sep-12,65,0
CS4646,11-Nov-11,58,0
CS1895,8-Aug-11,100,1
CS6047,5-Jul-13,82,0
CS5890,16-Feb-12,75,0
CS3535,28-May-11,72,0
CS1313,31-May-14,60,0
CS1401,25-Jan-15,55,0
CS2871,26-Mar-12,64,0
CS2841,24-Jun-13,43,0
CS3707,13-Feb-15,102,0
CS1696,30-Nov-11,62,1
CS2915,15-Jul-11,38,0
CS3740,19-Nov-11,73,0
CS4189,9-Apr-12,37,0
CS4317,10-Aug-11,72,0
CS5278,27-Mar-13,46,0
CS2158,22-May-14,75,0
CS1603,10-Mar-13,89,0
CS4464,21-Jun-11,66,0
CS5132,28-Jun-14,101,0
CS1370,6-Jul-13,95,1
CS2025,9-Aug-13,79,0
CS5752,2-May-13,79,0
CS4458,20-Mar-12,65,1
CS5439,3-Dec-12,75,0
CS5077,30-Oct-11,86,0
CS2387,12-Dec-12,58,0
CS4965,3-Jan-15,102,0
CS1205,6-Mar-13,50,0
CS1877,18-Dec-11,40,0
CS5094,16-Jun-12,39,0
CS4699,26-Apr-13,92,1
CS3955,26-Jan-13,82,0
CS5083,23-Jul-14,94,0
CS4604,10-May-12,82,1
CS1286,26-Jan-14,89,1
CS5119,22-Aug-14,100,0
CS5058,20-Jul-12,93,0
CS4063,1-Oct-14,63,0
CS5585,23-Jun-13,72,0
CS2473,5-May-14,36,0
CS2632,15-Mar-13,39,0
CS5933,16-Aug-13,52,0
CS4245,3-Nov-14,52,0
CS2045,23-Oct-14,80,0
CS2797,8-Sep-13,37,1
CS5249,13-Aug-12,75,0
CS1294,10-Jun-13,83,0
CS1951,8-May-12,49,0
CS5568,15-Jan-12,41,0
CS2085,1-Dec-12,88,1
CS5502,11-Oct-12,60,0
CS2385,17-Nov-13,103,1
CS5243,31-Aug-12,39,0
CS3667,20-Dec-12,38,0
CS2254,16-Mar-12,49,1
CS2285,16-Jul-13,90,0
CS4197,8-Dec-14,57,0
CS3725,8-Jun-13,104,0
CS3225,30-Jul-13,36,0
CS4705,20-May-14,101,0
CS5630,23-May-13,40,1
CS1990,30-Oct-11,96,0
CS2960,1-Apr-12,49,0
CS3353,3-Aug-14,81,0
CS3357,25-Oct-11,75,0
CS4118,23-Jul-12,84,0
CS4695,21-Jan-12,101,0
CS1211,8-May-13,61,0
CS1527,29-Jun-11,75,0
CS4431,29-Aug-11,49,0
CS2982,8-Aug-12,64,0
CS5619,14-Jun-14,71,0
CS4981,25-May-11,72,0
CS3580,5-Jul-13,90,0
CS2898,29-Mar-12,71,0
CS2768,23-Aug-13,103,0
CS5107,10-Nov-11,76,0
CS5414,19-Jul-11,98,0
CS1616,25-Aug-13,51,0
CS1293,15-Jun-11,37,1
CS1934,18-Mar-12,71,0
CS1142,31-Oct-12,76,1
CS2505,25-Jun-11,49,0
CS5068,18-Jun-14,96,0
CS4071,15-Jul-12,61,0
CS1494,22-Feb-12,63,0
CS4516,31-Aug-11,64,0
CS4693,15-Feb-15,40,0
CS3894,21-Jun-14,86,1
CS2714,12-Feb-13,51,0
CS4189,23-Feb-15,95,0
CS3533,31-Jul-14,68,0
CS3189,3-Nov-14,61,0
CS2501,17-Feb-15,61,1
CS2452,5-May-14,62,0
CS5722,10-Sep-14,84,0
CS3670,5-Oct-11,91,0
CS5969,13-Dec-14,92,1
CS1653,22-Apr-13,70,1
CS5133,18-Mar-13,66,1
CS3789,20-Apr-13,72,0
CS3589,29-Nov-14,52,0
CS1336,13-Oct-12,76,0
CS5790,24-Feb-14,83,0
CS5051,3-Aug-13,71,0
CS5703,8-Mar-15,54,0
CS1926,10-Aug-14,45,0
CS1724,12-Feb-15,98,0
CS1682,8-Aug-12,93,0
CS1536,28-Jan-14,47,0
CS2074,19-Jul-12,64,0
CS3574,1-Mar-13,66,0
CS4792,10-Aug-11,69,0
CS2381,6-Oct-14,75,0
CS2722,29-Jun-14,79,0
CS5424,28-Nov-12,75,1
CS2332,16-Jun-13,60,0
CS3348,3-Apr-14,90,0
CS4389,25-May-11,88,1
CS1143,12-Jan-14,75,1
CS3694,5-Apr-14,45,1
CS4764,18-Aug-14,99,0
CS4939,26-Oct-11,81,1
CS5141,25-Nov-13,69,1
CS1753,7-Nov-12,44,0
CS2877,25-Jul-13,84,0
CS3486,14-May-14,49,0
CS2988,8-May-12,58,0
CS5914,18-Jun-13,60,0
CS3012,21-Oct-11,52,0
CS3285,12-Dec-13,59,0
CS3060,3-Mar-13,99,0
CS3761,13-Aug-13,93,1
CS3518,3-Mar-14,38,0
CS1248,12-Jul-14,50,0
CS2932,22-Dec-11,92,0
CS3579,27-Sep-13,98,0
CS4011,6-Feb-12,81,0
CS2765,4-Mar-15,89,0
CS1545,16-Jul-12,57,0
CS3042,4-Jul-14,45,0
CS3650,9-Jan-14,55,0
CS1528,27-Feb-15,94,0
CS3838,5-Oct-14,75,0
CS2519,23-Sep-14,85,0
CS4513,5-Mar-15,105,0
CS6030,19-Jan-12,36,0
CS6007,13-Dec-14,56,0
CS5510,9-Mar-12,95,0
CS1565,14-Mar-13,65,0
CS1203,16-Sep-12,48,1
CS4901,20-May-13,36,0
CS1788,10-Sep-11,65,0
CS3596,16-Aug-13,97,0
CS5678,9-Sep-14,44,0
CS1524,19-Jul-14,70,0
CS3608,19-Nov-14,40,1
CS4711,21-Jul-14,68,0
CS2085,15-Mar-12,54,1
CS5837,1-Jun-12,92,0
CS2811,17-Sep-11,59,0
CS3552,30-Jun-12,84,0
CS4421,2-Aug-11,68,0
CS2926,2-Jun-11,63,0
CS5001,25-Dec-13,45,1
CS1699,15-Oct-13,89,0
CS4121,25-Mar-14,66,0
CS3615,22-Dec-13,90,0
CS5841,22-Jan-12,71,0
CS5575,31-May-12,72,0
CS1371,3-Nov-11,61,0
CS4692,10-Jun-14,38,0
CS3062,5-Jun-12,95,0
CS2177,8-Dec-14,61,1
CS5091,26-Jun-13,54,0
CS2856,9-Dec-12,96,0
CS2280,30-Nov-14,54,0
CS1820,16-May-12,93,0
CS3029,22-Apr-14,91,0
CS5118,15-Oct-11,99,0
CS3050,30-Sep-14,61,0
CS2692,24-Aug-13,67,0
CS4415,25-Apr-13,69,0
CS1801,29-Dec-11,78,0
CS2436,24-Feb-15,105,0
CS4081,18-May-12,57,0
CS4753,30-Jul-11,55,0
CS5478,6-Jun-14,91,0
CS5111,2-Jun-14,36,1
CS2871,15-Sep-11,56,0
CS3786,24-Dec-12,43,0
CS4927,4-May-12,101,0
CS4517,9-Jul-12,36,0
CS5862,7-Mar-15,59,0
CS4070,10-May-14,50,0
CS4395,9-Jul-11,77,0
CS4841,22-Apr-13,79,0
